,Loyalty Number,Country,Province,City,Postal Code,Education,Salary,Marital Status,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month,Year,Month,Total Flights,Distance,Points Accumulated,Points Redeemed,Dollar Cost Points Redeemed,Gender_Female,Gender_Male,Loyalty Card_Aurora,Loyalty Card_Nova,Loyalty Card_Star
157,601407,Canada,Ontario,Toronto,M2M 7K8,Bachelor,72809.0,Married,4165.17,Standard,2015,9,,,48420,156,37,56805,56805.0,0,0,False,True,False,False,True
158,700871,Canada,Newfoundland,St. John's,A1C 6H9,Bachelor,74567.0,Married,4165.25,Standard,2015,12,,,48420,156,39,52323,52323.0,0,0,True,False,False,False,True
159,203809,Canada,Alberta,Edmonton,T3G 6Y6,High School or Below,54160.0,Married,4165.35,Standard,2012,7,,,48420,156,0,0,0.0,0,0,True,False,False,False,True
160,705589,Canada,Ontario,Toronto,P1L 8X8,College,,Single,4165.99,Standard,2012,5,,,48420,156,44,71469,71469.0,426,77,True,False,False,False,True
161,354438,Canada,Quebec,Montreal,H2T 2J6,College,,Married,4167.09,Standard,2018,9,,,96840,312,12,20632,20632.0,328,59,False,True,False,False,True
162,746060,Canada,British Columbia,Victoria,V10 6T5,College,,Married,4167.09,Standard,2014,4,,,48420,156,44,67731,67731.0,421,76,False,True,False,False,True
163,469718,Canada,Ontario,Toronto,P1J 8T7,Bachelor,73544.0,Married,4167.42,Standard,2013,1,,,48420,156,36,42419,42419.0,584,105,False,True,False,False,True
164,164429,Canada,British Columbia,Dawson Creek,U5I 4F1,Bachelor,57852.0,Single,4169.36,Standard,2012,9,,,48420,156,38,53549,53549.0,2221,399,True,False,False,False,True
165,708373,Canada,Ontario,Toronto,M2P 4F6,Bachelor,57852.0,Single,4169.36,Standard,2017,3,,,48420,156,42,47709,47709.0,0,0,True,False,False,False,True
166,225088,Canada,British Columbia,Vancouver,V5R 1W3,Bachelor,97991.0,Married,4170.34,Standard,2015,9,,,48420,156,32,48849,48849.0,0,0,False,True,False,False,True
167,100214,Canada,British Columbia,Vancouver,V5R 1W3,Bachelor,63253.0,Married,4170.57,Standard,2015,8,,,48420,156,22,38236,38236.0,861,155,False,True,False,False,True
168,459999,Canada,Quebec,Tremblant,H5Y 2S9,Bachelor,53465.0,Single,4170.69,Standard,2017,9,,,48420,156,25,35447,35447.0,694,125,False,True,False,False,True
169,553936,Canada,Ontario,Toronto,P1J 8T7,Bachelor,53465.0,Single,4170.69,Standard,2014,12,2015.0,8.0,48420,156,0,0,0.0,0,0,True,False,False,False,True
170,268128,Canada,Ontario,Toronto,P1W 1K4,High School or Below,47663.0,Married,4177.88,Standard,2013,1,,,48420,156,47,79339,79339.0,992,179,True,False,False,False,True
171,930584,Canada,British Columbia,Vancouver,V5R 1W3,College,,Single,4185.76,Standard,2015,7,,,48420,156,43,51360,51360.0,468,84,False,True,False,False,True
172,327796,Canada,Quebec,Quebec City,G1B 3L5,College,,Single,4191.06,Standard,2017,6,,,48420,156,28,49694,49694.0,380,68,False,True,False,False,True
173,947467,Canada,British Columbia,Vancouver,V6E 3D9,Bachelor,49937.0,Married,4196.43,Standard,2015,2,,,48420,156,39,56203,56203.0,1848,332,True,False,False,False,True
174,743510,Canada,British Columbia,Vancouver,V6E 3D9,College,,Single,4196.65,Standard,2016,5,,,48420,156,32,48149,48149.0,417,75,False,True,False,False,True
175,580324,Canada,British Columbia,Vancouver,V6E 3D9,Bachelor,61113.0,Married,4198.03,Standard,2013,6,,,48420,156,22,39372,39372.0,1089,196,False,True,False,False,True
176,845613,Canada,Quebec,Montreal,H2Y 4R4,Bachelor,54297.0,Married,4198.03,Standard,2018,10,,,48420,156,3,4701,4701.0,687,124,False,True,False,False,True
177,645919,Canada,Alberta,Edmonton,T3G 6Y6,Bachelor,66297.0,Divorced,7484.31,2018 Promotion,2018,3,,,22198,77,42,57252,85878.0,0,0,True,False,True,False,False
178,423324,Canada,Quebec,Montreal,H2Y 2W2,Bachelor,69599.0,Divorced,4200.37,Standard,2017,12,,,48420,156,10,8177,8177.0,0,0,False,True,False,False,True
179,101945,Canada,Nova Scotia,Halifax,B3C 2M8,Bachelor,86098.0,Married,4202.66,Standard,2013,11,,,48420,156,39,63004,63004.0,1219,219,False,True,False,False,True
180,713636,Canada,Ontario,London,M5B 3E4,Doctor,48109.0,Married,4212.8,Standard,2014,8,,,48420,156,29,43118,43118.0,547,98,False,True,False,False,True
181,302509,Canada,British Columbia,Dawson Creek,U5I 4F1,Doctor,74238.0,Married,4213.92,Standard,2017,3,,,48420,156,27,41366,41366.0,0,0,False,True,False,False,True
182,789421,Canada,British Columbia,Vancouver,V1E 4R6,College,,Single,4217.86,Standard,2016,11,,,48420,156,30,41637,41637.0,0,0,True,False,False,False,True
183,914255,Canada,Ontario,Toronto,M8Y 4K8,College,,Single,4217.86,Standard,2015,11,2016.0,7.0,48420,156,0,0,0.0,0,0,False,True,False,False,True
184,675879,Canada,Alberta,Edmonton,T3G 6Y6,Bachelor,78617.0,Married,8000.55,2018 Promotion,2018,2,,,22198,77,81,114998,172497.0,541,97,False,True,True,False,False
185,404426,Canada,British Columbia,Vancouver,V6E 3D9,Doctor,99696.0,Married,4223.27,Standard,2014,9,,,48420,156,25,41905,41905.0,1445,260,True,False,False,False,True
186,260106,Canada,Manitoba,Winnipeg,R2C 0M5,Bachelor,88876.0,Single,4228.25,Standard,2013,6,2017.0,4.0,48420,156,6,10579,10579.0,0,0,True,False,False,False,True
187,827194,Canada,Alberta,Edmonton,T3G 6Y6,Bachelor,71450.0,Married,8255.76,2018 Promotion,2018,3,,,22198,77,44,68440,102660.0,1158,209,True,False,True,False,False
188,438023,Canada,British Columbia,West Vancouver,V6V 8Z3,College,,Married,4228.73,Standard,2013,1,,,48420,156,26,29121,29121.0,0,0,False,True,False,False,True
189,397518,Canada,Saskatchewan,Regina,S6J 3G0,Bachelor,76056.0,Married,4235.18,Standard,2018,1,2018.0,9.0,48420,156,16,27719,27719.0,0,0,False,True,False,False,True
190,645742,Canada,Ontario,Kingston,M9K 2P4,Bachelor,76056.0,Married,4235.18,Standard,2014,8,2015.0,8.0,48420,156,0,0,0.0,0,0,False,True,False,False,True
191,872932,Canada,Quebec,Montreal,H2Y 2W2,High School or Below,72685.0,Married,4236.3,Standard,2015,3,,,48420,156,42,50635,50635.0,448,81,False,True,False,False,True
192,407945,Canada,New Brunswick,Fredericton,E3B 2H2,Bachelor,75108.0,Married,4236.47,Standard,2012,12,,,48420,156,49,89236,89236.0,1053,189,True,False,False,False,True
193,211714,Canada,British Columbia,Vancouver,V6E 3Z3,Doctor,103572.0,Married,4236.84,Standard,2015,6,,,48420,156,49,59866,59866.0,3025,544,True,False,False,False,True
194,410982,Canada,Ontario,Trenton,K8V 4B2,Master,132353.0,Married,4237.37,Standard,2017,2,,,48420,156,42,62797,62797.0,2156,387,False,True,False,False,True
195,905213,Canada,British Columbia,Vancouver,V6E 3D9,Master,132353.0,Married,4237.37,Standard,2015,10,,,48420,156,32,55483,55483.0,1694,305,True,False,False,False,True
196,147898,Canada,Quebec,Tremblant,H5Y 2S9,High School or Below,59849.0,Divorced,4241.64,Standard,2012,8,,,48420,156,36,58630,58630.0,1443,259,True,False,False,False,True
197,530105,Canada,Ontario,London,M5B 3E4,College,,Single,4242.69,Standard,2017,11,2018.0,7.0,48420,156,15,26318,26318.0,1222,220,False,True,False,False,True
198,610946,Canada,Manitoba,Winnipeg,R2C 0M5,Bachelor,56947.0,Married,4244.47,Standard,2016,12,,,48420,156,45,58573,58573.0,3141,566,True,False,False,False,True
199,383108,Canada,British Columbia,Vancouver,V5R 1W3,Bachelor,64497.0,Married,4247.68,Standard,2012,6,,,48420,156,39,50131,50131.0,357,64,True,False,False,False,True
200,836343,Canada,Ontario,Toronto,P1L 8X8,Bachelor,64497.0,Married,4247.68,Standard,2017,4,,,48420,156,33,43962,43962.0,559,101,True,False,False,False,True
201,110262,Canada,Alberta,Edmonton,T9G 1W3,Bachelor,52267.0,Married,9427.68,2018 Promotion,2018,2,,,22198,77,45,76551,114826.5,808,145,False,True,True,False,False
202,585357,Canada,Quebec,Quebec City,G1B 3L5,College,,Single,4250.28,Standard,2016,10,,,48420,156,51,84589,84589.0,1935,349,False,True,False,False,True
203,784804,Canada,Alberta,Banff,T4V 1D4,College,,Single,4250.28,Standard,2015,8,,,48420,156,24,38122,38122.0,0,0,True,False,False,False,True
204,719633,Canada,British Columbia,Victoria,V10 6T5,Bachelor,52109.0,Divorced,4250.78,Standard,2016,12,,,96840,312,0,0,0.0,0,0,False,True,False,False,True
205,715764,Canada,Manitoba,Winnipeg,R3R 3T4,College,,Single,4253.28,Standard,2016,8,,,48420,156,23,33681,33681.0,2026,364,False,True,False,False,True
206,753473,Canada,Ontario,Toronto,M2M 7K8,Doctor,70996.0,Single,4254.62,Standard,2013,7,,,48420,156,50,64862,64862.0,0,0,True,False,False,False,True
207,980856,Canada,Nova Scotia,Halifax,B3J 9S2,Doctor,70996.0,Single,4254.62,Standard,2015,2,,,48420,156,39,71857,71857.0,1708,307,False,True,False,False,True
208,271660,Canada,British Columbia,Vancouver,V5R 1W3,College,,Married,4270.03,Standard,2015,4,,,48420,156,25,38059,38059.0,0,0,False,True,False,False,True
209,342980,Canada,Alberta,Peace River,T9O 2W2,Bachelor,69086.0,Single,19480.5,2018 Promotion,2018,2,,,22198,77,29,52358,78537.0,0,0,True,False,True,False,False
210,830547,Canada,British Columbia,Vancouver,V5R 1W3,Bachelor,51111.0,Single,4271.2,Standard,2018,5,,,48420,156,10,12763,12763.0,0,0,False,True,False,False,True
211,264936,Canada,British Columbia,Whistler,V6T 1Y8,College,,Single,4272.81,Standard,2013,8,,,48420,156,40,45417,45417.0,539,97,True,False,False,False,True
212,436498,Canada,Quebec,Montreal,H2T 9K8,College,,Single,4272.81,Standard,2013,11,2016.0,3.0,48420,156,0,0,0.0,0,0,False,True,False,False,True
213,976513,Canada,Quebec,Quebec City,G1B 3L5,Bachelor,92067.0,Married,4273.59,Standard,2014,8,,,48420,156,44,68242,68242.0,1468,265,True,False,False,False,True
214,828776,Canada,Ontario,Toronto,P2T 6G3,Bachelor,60899.0,Married,4274.62,Standard,2017,5,,,48420,156,31,30571,30571.0,0,0,False,True,False,False,True
215,240362,Canada,Ontario,Toronto,M2M 7K8,Bachelor,58756.0,Married,4276.36,Standard,2014,10,,,48420,156,26,49435,49435.0,1523,274,False,True,False,False,True
216,137845,Canada,British Columbia,Dawson Creek,U5I 4F1,Bachelor,88445.0,Married,4277.27,Standard,2013,6,,,48420,156,50,73942,73942.0,1012,182,True,False,False,False,True
217,430569,Canada,Quebec,Montreal,H2T 9K8,Bachelor,87462.0,Married,4277.56,Standard,2016,10,,,48420,156,67,98124,98124.0,1759,317,False,True,False,False,True
218,317001,Canada,Ontario,Trenton,K8V 4B2,Bachelor,61809.0,Married,4282.95,Standard,2018,8,,,48420,156,4,8918,8918.0,1369,246,False,True,False,False,True
219,625870,Canada,Ontario,Toronto,P1J 8T7,Bachelor,61809.0,Married,4282.95,Standard,2013,8,,,48420,156,45,63589,63589.0,546,98,True,False,False,False,True
220,660554,Canada,Alberta,Edmonton,T3G 6Y6,Bachelor,61809.0,Married,4282.95,Standard,2017,10,,,48420,156,17,25161,25161.0,1258,226,True,False,False,False,True
221,917630,Canada,Ontario,Toronto,P2T 6G3,Bachelor,61809.0,Married,4282.95,Standard,2016,12,,,48420,156,28,47734,47734.0,0,0,True,False,False,False,True
222,670686,Canada,Ontario,Thunder Bay,K8T 5M5,College,,Single,4291.06,Standard,2018,5,,,48420,156,24,36605,36605.0,0,0,True,False,False,False,True
223,717660,Canada,British Columbia,Vancouver,V1E 4R6,College,,Single,4293.01,Standard,2015,3,,,48420,156,26,31392,31392.0,0,0,False,True,False,False,True
224,450621,Canada,Quebec,Montreal,H2Y 2W2,Bachelor,77083.0,Married,4296.6,Standard,2015,3,,,48420,156,24,28677,28677.0,407,73,True,False,False,False,True
225,939562,Canada,Ontario,Toronto,M2Z 4K1,Bachelor,95467.0,Married,4297.02,Standard,2016,12,,,48420,156,61,95807,95807.0,400,72,True,False,False,False,True
226,135250,Canada,Ontario,Thunder Bay,K8T 5M5,Bachelor,88089.0,Married,4298.66,Standard,2013,8,,,48420,156,34,48296,48296.0,734,133,False,True,False,False,True
227,714555,Canada,Ontario,Toronto,P2T 6G3,Bachelor,64387.0,Divorced,4299.84,Standard,2013,8,,,48420,156,45,69030,69030.0,1087,196,False,True,False,False,True
228,947868,Canada,Quebec,Tremblant,H5Y 2S9,Bachelor,96733.0,Married,4300.9,Standard,2012,5,,,48420,156,35,58323,58323.0,1031,185,False,True,False,False,True
229,573661,Canada,Quebec,Montreal,H2T 9K8,Bachelor,86098.0,Single,4303.64,Standard,2018,8,,,48420,156,5,5050,5050.0,0,0,True,False,False,False,True
230,228580,Canada,Ontario,Toronto,M8Y 4K8,Bachelor,54643.0,Single,4305.79,Standard,2012,5,,,48420,156,34,42744,42744.0,2307,415,False,True,False,False,True
231,557500,Canada,Ontario,Toronto,M1R 4K3,Bachelor,49606.0,Married,4305.81,Standard,2015,11,,,48420,156,43,63888,63888.0,2077,374,True,False,False,False,True
232,238233,Canada,Ontario,Toronto,M2Z 4K1,Bachelor,85577.0,Married,4307.42,Standard,2017,4,,,48420,156,24,34793,34793.0,0,0,False,True,False,False,True
233,979309,Canada,Quebec,Montreal,H2T 2J6,Bachelor,63654.0,Single,4312.77,Standard,2013,3,,,48420,156,32,49776,49776.0,818,147,False,True,False,False,True
234,342483,Canada,Alberta,Calgary,T3E 2V9,College,,Single,23706.11,2018 Promotion,2018,3,,,22198,77,51,89628,134442.0,448,81,False,True,True,False,False
235,833569,Canada,Saskatchewan,Regina,S6J 3G0,College,,Single,4314.07,Standard,2017,9,,,48420,156,22,36644,36644.0,458,82,True,False,False,False,True
236,120046,Canada,New Brunswick,Fredericton,E3B 2H2,Bachelor,56411.0,Married,4314.17,Standard,2017,7,,,48420,156,18,26202,26202.0,1339,241,True,False,False,False,True
237,816881,Canada,Quebec,Tremblant,H5Y 2S9,Bachelor,56411.0,Married,4314.17,Standard,2018,6,,,48420,156,46,44956,44956.0,999,179,False,True,False,False,True
238,717700,Canada,British Columbia,West Vancouver,V6V 8Z3,Bachelor,62093.0,Married,4315.79,Standard,2015,9,,,48420,156,49,66037,66037.0,2047,369,True,False,False,False,True
239,384146,Canada,Alberta,Peace River,T9O 2W2,High School or Below,48890.0,Married,2790.23,2018 Promotion,2018,4,2018.0,12.0,22198,77,43,57117,85675.5,0,0,True,False,False,True,False
240,245465,Canada,Ontario,Thunder Bay,K8T 5M5,Doctor,69818.0,Married,4319.15,Standard,2015,8,,,48420,156,45,68549,68549.0,1609,290,False,True,False,False,True
241,510372,Canada,Ontario,Toronto,M2M 7K8,College,,Divorced,4322.24,Standard,2018,7,,,48420,156,1,1285,1285.0,0,0,True,False,False,False,True
242,709920,Canada,British Columbia,Dawson Creek,U5I 4F1,Bachelor,82427.0,Married,4327.1,Standard,2013,1,,,48420,156,29,32212,32212.0,506,91,True,False,False,False,True
243,156031,Canada,Quebec,Montreal,H2Y 4R4,Bachelor,84981.0,Married,4328.37,Standard,2014,12,2015.0,8.0,96840,312,0,0,0.0,0,0,True,False,False,False,True
244,143784,Canada,Quebec,Montreal,H2Y 2W2,Bachelor,76159.0,Married,4330.39,Standard,2013,1,,,48420,156,45,60209,60209.0,1172,211,True,False,False,False,True
245,602176,Canada,Quebec,Quebec City,G1B 3L5,Bachelor,76159.0,Married,4330.39,Standard,2016,8,2018.0,5.0,48420,156,22,38288,38288.0,1091,196,True,False,False,False,True
246,870998,Canada,British Columbia,Vancouver,V1E 4R6,Bachelor,76159.0,Married,4330.39,Standard,2016,4,,,48420,156,47,66987,66987.0,1331,240,False,True,False,False,True
247,958224,Canada,British Columbia,Vancouver,V5R 1W3,Bachelor,76159.0,Married,4330.39,Standard,2015,12,,,48420,156,40,67473,67473.0,434,78,True,False,False,False,True
248,837628,Canada,British Columbia,Vancouver,V6E 3D9,Bachelor,60928.0,Married,4330.77,Standard,2014,10,,,48420,156,33,48258,48258.0,644,116,False,True,False,False,True
249,395460,Canada,Alberta,Edmonton,T9G 1W3,College,,Single,4330.8,Standard,2013,12,,,48420,156,40,62296,62296.0,1075,194,False,True,False,False,True
250,136547,Canada,Alberta,Edmonton,T3G 6Y6,Bachelor,92131.0,Married,4331.46,Standard,2012,9,,,48420,156,39,62228,62228.0,0,0,True,False,False,False,True
251,780631,Canada,Ontario,Toronto,M2M 7K8,Bachelor,92131.0,Married,4331.46,Standard,2018,11,,,48420,156,3,4362,4362.0,0,0,True,False,False,False,True
252,166712,Canada,Saskatchewan,Regina,S1J 3C5,Master,114551.0,Single,4334.06,Standard,2014,8,,,48420,156,39,64052,64052.0,486,87,False,True,False,False,True
253,217695,Canada,Ontario,Trenton,K8V 4B2,Master,114551.0,Single,4334.06,Standard,2013,9,,,48420,156,41,74109,74109.0,1595,287,False,True,False,False,True
254,263707,Canada,Nova Scotia,Halifax,B3J 9S2,Master,114551.0,Single,4334.06,Standard,2014,5,,,48420,156,18,28142,28142.0,484,87,True,False,False,False,True
255,638368,Canada,Quebec,Montreal,H2T 2J6,Master,114551.0,Single,4334.06,Standard,2013,11,,,48420,156,37,60912,60912.0,0,0,False,True,False,False,True
256,695529,Canada,British Columbia,Vancouver,V6E 3D9,Master,114551.0,Single,4334.06,Standard,2012,12,,,48420,156,41,52457,52457.0,1245,224,False,True,False,False,True
257,871203,Canada,Ontario,Toronto,M1R 4K3,Master,114551.0,Single,4334.06,Standard,2017,12,,,48420,156,24,33794,33794.0,800,144,False,True,False,False,True
258,915571,Canada,British Columbia,Victoria,V10 6T5,Master,114551.0,Single,4334.06,Standard,2015,7,,,48420,156,21,41481,41481.0,510,92,False,True,False,False,True
259,642109,Canada,British Columbia,Victoria,V10 6T5,Bachelor,94908.0,Married,4335.35,Standard,2014,2,,,48420,156,46,60699,60699.0,816,147,False,True,False,False,True
260,833701,Canada,British Columbia,Whistler,V6T 1Y8,College,,Single,4340.86,Standard,2014,2,,,48420,156,34,49776,49776.0,1076,194,False,True,False,False,True
261,275442,Canada,New Brunswick,Moncton,E1A 2A7,Bachelor,87262.0,Married,4349.31,Standard,2016,1,,,48420,156,37,49822,49822.0,1164,210,False,True,False,False,True
262,374345,Canada,Saskatchewan,Regina,S6J 3G0,Bachelor,87262.0,Married,4349.31,Standard,2015,10,,,48420,156,51,79256,79256.0,1876,338,True,False,False,False,True
263,384825,Canada,Ontario,Thunder Bay,K8T 5M5,Bachelor,87262.0,Married,4349.31,Standard,2012,8,,,48420,156,41,71693,71693.0,1324,239,True,False,False,False,True
264,559233,Canada,Ontario,Kingston,M9K 2P4,Bachelor,87262.0,Married,4349.31,Standard,2018,7,,,48420,156,4,4308,4308.0,730,131,True,False,False,False,True
265,564650,Canada,British Columbia,Vancouver,V6E 3D9,Bachelor,87262.0,Married,4349.31,Standard,2013,8,,,48420,156,35,57097,57097.0,1897,342,False,True,False,False,True
266,277649,Canada,Ontario,Toronto,P1W 1K4,Bachelor,94838.0,Divorced,4358.76,Standard,2012,8,,,48420,156,39,51123,51123.0,1985,358,False,True,False,False,True
267,176885,Canada,British Columbia,Dawson Creek,U5I 4F1,Bachelor,90142.0,Married,4361.37,Standard,2015,12,2016.0,8.0,48420,156,0,0,0.0,0,0,False,True,False,False,True
268,732013,Canada,Ontario,Toronto,M2P 4F6,Bachelor,90142.0,Married,4361.37,Standard,2015,9,,,48420,156,40,62885,62885.0,1265,228,True,False,False,False,True
269,793318,Canada,British Columbia,Whistler,V6T 1Y8,College,,Single,4362.77,Standard,2016,2,,,48420,156,41,71191,71191.0,1204,216,False,True,False,False,True
270,830024,Canada,Quebec,Montreal,H2T 9K8,College,,Single,4362.77,Standard,2015,4,,,48420,156,31,40015,40015.0,1172,211,True,False,False,False,True
271,223684,Canada,Ontario,Toronto,P1J 8T7,Bachelor,74964.0,Married,4362.93,Standard,2018,7,,,48420,156,2,4014,4014.0,0,0,False,True,False,False,True
272,723262,Canada,Alberta,Edmonton,T3G 6Y6,Bachelor,74964.0,Married,4362.93,Standard,2018,10,,,48420,156,5,4782,4782.0,0,0,False,True,False,False,True
273,879892,Canada,Ontario,Toronto,M2M 6J7,Bachelor,71797.0,Divorced,4363.12,Standard,2018,5,,,48420,156,18,22819,22819.0,0,0,False,True,False,False,True
274,966117,Canada,Alberta,Calgary,T3E 2V9,Bachelor,71797.0,Divorced,4363.12,Standard,2012,9,,,48420,156,35,48144,48144.0,2422,436,False,True,False,False,True
275,258358,Canada,Quebec,Montreal,H2T 2J6,College,,Single,4363.2,Standard,2016,7,2017.0,3.0,48420,156,8,17559,17559.0,0,0,True,False,False,False,True
276,265836,Canada,Quebec,Montreal,H2T 2J6,Bachelor,64692.0,Single,4364.31,Standard,2013,6,,,48420,156,28,46733,46733.0,787,142,True,False,False,False,True
277,474174,Canada,Ontario,Sudbury,M5V 1G5,Doctor,218703.0,Married,4365.26,Standard,2015,11,2018.0,1.0,48420,156,31,39281,39281.0,825,149,True,False,False,False,True
278,474172,Canada,Ontario,Toronto,P1J 8T7,Bachelor,50951.0,Single,4369.04,Standard,2015,5,2016.0,3.0,48420,156,0,0,0.0,0,0,True,False,False,False,True
279,202299,Canada,New Brunswick,Fredericton,E3B 2H2,Doctor,245427.0,Married,4373.36,Standard,2017,3,,,48420,156,34,50186,50186.0,550,99,True,False,False,False,True
280,497467,Canada,Quebec,Montreal,H4G 3T4,Doctor,245427.0,Married,4373.36,Standard,2015,3,,,48420,156,38,51682,51682.0,438,79,True,False,False,False,True
281,971902,Canada,Ontario,Toronto,M1R 4K3,College,,Married,4376.08,Standard,2014,1,2015.0,11.0,48420,156,0,0,0.0,0,0,False,True,False,False,True
282,134279,Canada,Ontario,Toronto,P1W 1K4,Bachelor,78573.0,Divorced,4376.36,Standard,2018,8,,,48420,156,12,16236,16236.0,565,102,False,True,False,False,True
283,474757,Canada,New Brunswick,Fredericton,E3B 2H2,Bachelor,78573.0,Divorced,4376.36,Standard,2014,4,2015.0,5.0,48420,156,0,0,0.0,0,0,False,True,False,False,True
